bus,distance_km,va_pu,vb_pu,vc_pu,margin_low_a,margin_high_a,risk_a,viol_a_low,viol_a_high,margin_low_b,margin_high_b,risk_b,viol_b_low,viol_b_high,margin_low_c,margin_high_c,risk_c,viol_c_low,viol_c_high,bus_risk,vuf,vuf_viol,any_voltage_viol
101,0.070017341,0.967449429148029,0.991803846519957,1.009638240042662,0.02744942914802906,0.13255057085197108,0.02744942914802906,false,false,0.051803846519957064,0.10819615348004308,0.051803846519957064,false,false,0.06963824004266206,0.09036175995733808,0.06963824004266206,false,false,0.02744942914802906,0.006670589997213329,false,false
475,0.19288306100000005,0.9519511909189896,0.9889768753181207,1.014334174513718,0.011951190918989663,0.14804880908101048,0.011951190918989663,false,false,0.04897687531812078,0.11102312468187936,0.04897687531812078,false,false,0.07433417451371804,0.0856658254862821,0.07433417451371804,false,false,0.011951190918989663,0.009816859226650446,false,false
619,0.24424393100000003,0.9509448318055178,0.9890082045295332,1.0145412114240087,0.010944831805517863,0.14905516819448228,0.010944831805517863,false,false,0.04900820452953325,0.11099179547046689,0.04900820452953325,false,false,0.07454121142400871,0.08545878857599143,0.07454121142400871,false,false,0.010944831805517863,0.010022072472465454,false,false
505,0.157044805,0.9544595354260393,0.9845958546285799,1.015479758081239,0.014459535426039394,0.14554046457396075,0.014459535426039394,false,false,0.044595854628579956,0.11540414537142019,0.044595854628579956,false,false,0.07547975808123897,0.08452024191876117,0.07547975808123897,false,false,0.014459535426039394,0.009401471393339212,false,false
332,0.14164547100000002,0.9559291655761404,0.9879612366110776,1.01379107683157,0.015929165576140436,0.1440708344238597,0.015929165576140436,false,false,0.04796123661107765,0.11203876338892249,0.04796123661107765,false,false,0.07379107683157016,0.08620892316842999,0.07379107683157016,false,false,0.015929165576140436,0.0090357774080529,false,false
817,0.20151218600000004,0.9523781541988714,0.9834481036435775,1.0163615188364556,0.01237815419887145,0.1476218458011287,0.01237815419887145,false,false,0.04344810364357754,0.1165518963564226,0.04344810364357754,false,false,0.0763615188364557,0.08363848116354444,0.0763615188364557,false,false,0.01237815419887145,0.009845810499503586,false,false
453,0.17930876100000004,0.9525563500276975,0.9888476182358109,1.0142433395893937,0.012556350027697505,0.14744364997230264,0.012556350027697505,false,false,0.04884761823581096,0.11115238176418918,0.04884761823581096,false,false,0.07424333958939378,0.08575666041060637,0.07424333958939378,false,false,0.012556350027697505,0.009696241517471706,false,false
289,0.09733513099999999,0.9635002539192834,0.9908082948241034,1.0107196610055764,0.023500253919283454,0.1364997460807167,0.023500253919283454,false,false,0.05080829482410343,0.10919170517589671,0.05080829482410343,false,false,0.07071966100557647,0.08928033899442367,0.07071966100557647,false,false,0.023500253919283454,0.007507635462216133,false,false
596,0.22983433100000003,0.9509446451869051,0.989128943691226,1.0145054653693144,0.010944645186905189,0.14905535481309495,0.010944645186905189,false,false,0.049128943691226,0.11087105630877414,0.049128943691226,false,false,0.07450546536931446,0.08549453463068568,0.07450546536931446,false,false,0.010944645186905189,0.010019475986441042,false,false
387,0.121525759,0.9597646531701312,0.9881269637127978,1.0127860783816869,0.019764653170131208,0.14023534682986893,0.019764653170131208,false,false,0.0481269637127979,0.11187303628720224,0.0481269637127979,false,false,0.07278607838168694,0.0872139216183132,0.07278607838168694,false,false,0.019764653170131208,0.008275824943264301,false,false
666,0.17654625600000004,0.9528824362227866,0.98329513492864,1.0163572513532946,0.01288243622278662,0.14711756377721352,0.01288243622278662,false,false,0.04329513492864001,0.11670486507136013,0.04329513492864001,false,false,0.07635725135329463,0.08364274864670551,0.07635725135329463,false,false,0.01288243622278662,0.009746828293680636,false,false
906,0.278199666,0.9466206543931872,0.9838881304138737,1.0176044566189717,0.006620654393187264,0.15337934560681288,0.006620654393187264,false,false,0.04388813041387374,0.1161118695861264,0.04388813041387374,false,false,0.07760445661897175,0.08239554338102839,0.07760445661897175,false,false,0.006620654393187264,0.010969311467393446,false,false
891,0.22037078500000004,0.949781617737594,0.9832303543952188,1.017137027657278,0.009781617737594006,0.15021838226240614,0.009781617737594006,false,false,0.04323035439521883,0.11676964560478131,0.04323035439521883,false,false,0.07713702765727803,0.08286297234272211,0.07713702765727803,false,false,0.009781617737594006,0.010362036818442923,false,false
59,0.056641121,0.9726765836491453,0.9936667440671524,1.00791053433251,0.032676583649145385,0.12732341635085476,0.032676583649145385,false,false,0.05366674406715244,0.1063332559328477,0.05366674406715244,false,false,0.06791053433251015,0.09208946566748999,0.06791053433251015,false,false,0.032676583649145385,0.005576773379718809,false,false
530,0.141416429,0.9570552829258818,0.9860799776719125,1.0142490175220824,0.017055282925881876,0.14294471707411827,0.017055282925881876,false,false,0.04607997767191252,0.11392002232808762,0.04607997767191252,false,false,0.07424901752208246,0.08575098247791768,0.07424901752208246,false,false,0.017055282925881876,0.00885597576340256,false,false
34,0.034119541,0.9862947629688682,0.9982472207388489,1.0033791242444587,0.04629476296886825,0.11370523703113189,0.04629476296886825,false,false,0.058247220738848915,0.10175277926115123,0.058247220738848915,false,false,0.0633791242444588,0.09662087575554135,0.0633791242444588,false,false,0.04629476296886825,0.0027942118453346872,false,false
594,0.164756106,0.9538045090125199,0.9840777027424842,1.015836808898939,0.01380450901251995,0.1461954909874802,0.01380450901251995,false,false,0.04407770274248424,0.1159222972575159,0.04407770274248424,false,false,0.07583680889893896,0.08416319110106119,0.07583680889893896,false,false,0.01380450901251995,0.009544024806849623,false,false
651,0.23560451100000004,0.9508057114156859,0.989204824339576,1.0144835617377534,0.010805711415685981,0.14919428858431416,0.010805711415685981,false,false,0.04920482433957607,0.11079517566042407,0.04920482433957607,false,false,0.0744835617377535,0.08551643826224664,0.0744835617377535,false,false,0.010805711415685981,0.01005067757785775,false,false
522,0.167517005,0.9543528071831304,0.9846282038857934,1.0154806833803065,0.014352807183130478,0.14564719281686966,0.014352807183130478,false,false,0.04462820388579347,0.11537179611420667,0.04462820388579347,false,false,0.07548068338030656,0.08451931661969359,0.07548068338030656,false,false,0.014352807183130478,0.009422611361638454,false,false
676,0.24095110100000006,0.9507539451336287,0.9892205051898167,1.0144840740458456,0.010753945133628706,0.14924605486637144,0.010753945133628706,false,false,0.0492205051898168,0.11077949481018334,0.0492205051898168,false,false,0.07448407404584567,0.08551592595415447,0.07448407404584567,false,false,0.010753945133628706,0.01006185858255708,false,false
539,0.147000129,0.9570553362313512,0.9860359833413129,1.0142620723763573,0.017055336231351248,0.1429446637686489,0.017055336231351248,false,false,0.04603598334131298,0.11396401665868716,0.04603598334131298,false,false,0.0742620723763574,0.08573792762364274,0.0742620723763574,false,false,0.017055336231351248,0.008857997780293841,false,false
127,0.082987971,0.9643795910209199,0.9905428760802033,1.0107112300460235,0.02437959102091991,0.13562040897908023,0.02437959102091991,false,false,0.05054287608020336,0.10945712391979678,0.05054287608020336,false,false,0.07071123004602353,0.08928876995397661,0.07071123004602353,false,false,0.02437959102091991,0.007323331266436864,false,false
884,0.270107986,0.946728440231568,0.9838553946526973,1.0176035012562485,0.006728440231568045,0.1532715597684321,0.006728440231568045,false,false,0.04385539465269739,0.11614460534730275,0.04385539465269739,false,false,0.0776035012562486,0.08239649874375155,0.0776035012562486,false,false,0.006728440231568045,0.010947294051493365,false,false
739,0.23412883600000006,0.946056517687818,0.9842233198442056,1.0174306658972259,0.006056517687818008,0.15394348231218213,0.006056517687818008,false,false,0.04422331984420569,0.11577668015579445,0.04422331984420569,false,false,0.07743066589722591,0.08256933410277423,0.07743066589722591,false,false,0.006056517687818008,0.011095847469973523,false,false
276,0.117152381,0.9639083479824776,0.9906615058975673,1.0107352155668807,0.02390834798247765,0.1360916520175225,0.02390834798247765,false,false,0.05066150589756735,0.10933849410243279,0.05066150589756735,false,false,0.07073521556688078,0.08926478443311936,0.07073521556688078,false,false,0.02390834798247765,0.007423505899354996,false,false
778,0.20167822600000004,0.9522324142657149,0.9802248183746427,1.0174769095222969,0.012232414265714975,0.14776758573428517,0.012232414265714975,false,false,0.04022481837464276,0.11977518162535739,0.04022481837464276,false,false,0.07747690952229691,0.08252309047770323,0.07747690952229691,false,false,0.012232414265714975,0.010047164316209918,false,false
