bus,distance_km,va_pu,vb_pu,vc_pu,margin_low_a,margin_high_a,risk_a,viol_a_low,viol_a_high,margin_low_b,margin_high_b,risk_b,viol_b_low,viol_b_high,margin_low_c,margin_high_c,risk_c,viol_c_low,viol_c_high,bus_risk,vuf,vuf_viol,any_voltage_viol
101,0.070017341,0.9674530808715788,0.9918026680104044,1.0096378344047616,0.027453080871578828,0.13254691912842131,0.027453080871578828,false,false,0.05180266801040445,0.10819733198959569,0.05180266801040445,false,false,0.06963783440476168,0.09036216559523846,0.06963783440476168,false,false,0.027453080871578828,0.006669871812802645,false,false
475,0.19288306100000005,0.9519564128407372,0.9889751782500065,1.0143335253045085,0.01195641284073723,0.1480435871592629,0.01195641284073723,false,false,0.048975178250006524,0.11102482174999362,0.048975178250006524,false,false,0.07433352530450854,0.0856664746954916,0.07433352530450854,false,false,0.01195641284073723,0.009815805500093382,false,false
619,0.24424393100000003,0.9509500592347858,0.9890065048531214,1.014540561170893,0.01095005923478587,0.14904994076521427,0.01095005923478587,false,false,0.04900650485312141,0.11099349514687873,0.04900650485312141,false,false,0.07454056117089314,0.085459438829107,0.07454056117089314,false,false,0.01095005923478587,0.010021014278253472,false,false
505,0.157044805,0.9544658936382259,0.9845937869410086,1.015478916929029,0.014465893638225924,0.14553410636177422,0.014465893638225924,false,false,0.044593786941008684,0.11540621305899146,0.044593786941008684,false,false,0.07547891692902908,0.08452108307097106,0.07547891692902908,false,false,0.014465893638225924,0.009400264269377538,false,false
332,0.14164547100000002,0.9559343655990286,0.9879595482006712,1.0137904328116476,0.01593436559902861,0.14406563440097153,0.01593436559902861,false,false,0.047959548200671276,0.11204045179932887,0.047959548200671276,false,false,0.07379043281164765,0.08620956718835249,0.07379043281164765,false,false,0.01593436559902861,0.009034755646181116,false,false
817,0.20151218600000004,0.9523850716050387,0.9834458522787015,1.016360582285332,0.012385071605038767,0.14761492839496138,0.012385071605038767,false,false,0.04344585227870157,0.11655414772129857,0.04344585227870157,false,false,0.07636058228533216,0.08363941771466799,0.07636058228533216,false,false,0.012385071605038767,0.009844499376721704,false,false
453,0.17930876100000004,0.9525615686132662,0.9888459225354845,1.0142426911366231,0.012561568613266294,0.14743843138673385,0.012561568613266294,false,false,0.04884592253548459,0.11115407746451555,0.04884592253548459,false,false,0.07424269113662318,0.08575730886337696,0.07424269113662318,false,false,0.012561568613266294,0.009695191991942423,false,false
289,0.09733513099999999,0.9635043656014342,0.9908069668831683,1.0107192033016965,0.023504365601434207,0.13649563439856593,0.023504365601434207,false,false,0.050806966883168325,0.10919303311683182,0.050806966883168325,false,false,0.07071920330169656,0.08928079669830358,0.07071920330169656,false,false,0.023504365601434207,0.007506823696042437,false,false
596,0.22983433100000003,0.9509498726709744,0.9891272442223128,1.0145048149858646,0.01094987267097447,0.14905012732902567,0.01094987267097447,false,false,0.04912724422231285,0.11087275577768729,0.04912724422231285,false,false,0.0745048149858647,0.08549518501413544,0.0745048149858647,false,false,0.01094987267097447,0.010018416186574584,false,false
387,0.121525759,0.9597695776954497,0.9881253673457554,1.0127854822803937,0.019769577695449736,0.1402304223045504,0.019769577695449736,false,false,0.048125367345755454,0.11187463265424469,0.048125367345755454,false,false,0.07278548228039372,0.08721451771960642,0.07278548228039372,false,false,0.019769577695449736,0.008274872680785039,false,false
